relpath,caption,key,bpm,mood,ckz
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Bandwidth - 140 BPM E Maj.wav,Cymatics - Dragon Happy Loop - Bandwidth - 140 BPM E Maj,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Beauty - 150 BPM A Min.wav,Cymatics - Dragon Happy Loop - Beauty - 150 BPM A Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Cosmos - 90 BPM D Min.wav,Cymatics - Dragon Happy Loop - Cosmos - 90 BPM D Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Galactic - 160 BPM F Min.wav,Cymatics - Dragon Happy Loop - Galactic - 160 BPM F Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Great Beyond - 162 BPM F Min.wav,Cymatics - Dragon Happy Loop - Great Beyond - 162 BPM F Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Heaven - 144 BPM E Min.wav,Cymatics - Dragon Happy Loop - Heaven - 144 BPM E Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Infinite - 148 BPM F Min.wav,Cymatics - Dragon Happy Loop - Infinite - 148 BPM F Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Interspace - 140 BPM D# Min.wav,Cymatics - Dragon Happy Loop - Interspace - 140 BPM D# Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Martian - 135 BPM D# Min.wav,Cymatics - Dragon Happy Loop - Martian - 135 BPM D# Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Milky Way - 170 BPM F Min.wav,Cymatics - Dragon Happy Loop - Milky Way - 170 BPM F Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Module - 147 BPM D# Min.wav,Cymatics - Dragon Happy Loop - Module - 147 BPM D# Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Moon - 130 BPM E Min.wav,Cymatics - Dragon Happy Loop - Moon - 130 BPM E Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - NASA - 142 BPM C# Min.wav,Cymatics - Dragon Happy Loop - NASA - 142 BPM C# Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Orbit - 140 BPM A Min.wav,Cymatics - Dragon Happy Loop - Orbit - 140 BPM A Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Personal - 160 BPM F# Min.wav,Cymatics - Dragon Happy Loop - Personal - 160 BPM F# Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Perspective - 150 BPM C Min.wav,Cymatics - Dragon Happy Loop - Perspective - 150 BPM C Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Physics - 153 BPM A Min.wav,Cymatics - Dragon Happy Loop - Physics - 153 BPM A Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Sideways - 142 BPM E Min.wav,Cymatics - Dragon Happy Loop - Sideways - 142 BPM E Min,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Stardust - 140 BPM G Maj.wav,Cymatics - Dragon Happy Loop - Stardust - 140 BPM G Maj,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - Trust - 140 BPM D Maj.wav,Cymatics - Dragon Happy Loop - Trust - 140 BPM D Maj,,,,False
Cymatics_Dragon_2/Happy/Cymatics - Dragon Happy Loop - UFO - 151 BPM E Min.wav,Cymatics - Dragon Happy Loop - UFO - 151 BPM E Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Bangin - 140 BPM D Min.wav,Cymatics - Dragon Platinum Dark Loop - Bangin - 140 BPM D Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Choppa - 130 BPM B Min.wav,Cymatics - Dragon Platinum Dark Loop - Choppa - 130 BPM B Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Demon - 146 BPM A# Min.wav,Cymatics - Dragon Platinum Dark Loop - Demon - 146 BPM A# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Diamonds - 143 BPM A# Min.wav,Cymatics - Dragon Platinum Dark Loop - Diamonds - 143 BPM A# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Divine - 130 BPM B Min.wav,Cymatics - Dragon Platinum Dark Loop - Divine - 130 BPM B Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Foolish - 69 BPM A Min.wav,Cymatics - Dragon Platinum Dark Loop - Foolish - 69 BPM A Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Greed - 160 BPM A# Min.wav,Cymatics - Dragon Platinum Dark Loop - Greed - 160 BPM A# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Humanity - 145 BPM G Min.wav,Cymatics - Dragon Platinum Dark Loop - Humanity - 145 BPM G Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Immortal - 145 BPM C Min.wav,Cymatics - Dragon Platinum Dark Loop - Immortal - 145 BPM C Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Juice - 120 BPM C# Min.wav,Cymatics - Dragon Platinum Dark Loop - Juice - 120 BPM C# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Melee - 158 BPM D Min.wav,Cymatics - Dragon Platinum Dark Loop - Melee - 158 BPM D Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Paper - 142 BPM E Min.wav,Cymatics - Dragon Platinum Dark Loop - Paper - 142 BPM E Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Past Life - 140 BPM C# Min.wav,Cymatics - Dragon Platinum Dark Loop - Past Life - 140 BPM C# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Patient - 141 BPM A Min.wav,Cymatics - Dragon Platinum Dark Loop - Patient - 141 BPM A Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Science - 130 BPM F Min.wav,Cymatics - Dragon Platinum Dark Loop - Science - 130 BPM F Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Shadows - 130 BPM C# Min.wav,Cymatics - Dragon Platinum Dark Loop - Shadows - 130 BPM C# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Slime - 141 BPM F# Min.wav,Cymatics - Dragon Platinum Dark Loop - Slime - 141 BPM F# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Strapped - 84 BPM A Min.wav,Cymatics - Dragon Platinum Dark Loop - Strapped - 84 BPM A Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Tragedy - 150 BPM D# Min.wav,Cymatics - Dragon Platinum Dark Loop - Tragedy - 150 BPM D# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Vengeance - 110 BPM B Min.wav,Cymatics - Dragon Platinum Dark Loop - Vengeance - 110 BPM B Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Dark Loop - Witch Hunt - 150 BPM D Min.wav,Cymatics - Dragon Platinum Dark Loop - Witch Hunt - 150 BPM D Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Ceremony - 140 BPM D Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Ceremony - 140 BPM D Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Destiny - 152 BPM A Dorian.wav,Cymatics - Dragon Platinum Ethnic Loop - Destiny - 152 BPM A Dorian,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Faith - 165 BPM G Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Faith - 165 BPM G Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Foreign - 84 BPM G# Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Foreign - 84 BPM G# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Hide Out - 150 BPM D Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Hide Out - 150 BPM D Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Kingpin - 150 BPM D Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Kingpin - 150 BPM D Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Lessons - 66 BPM A Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Lessons - 66 BPM A Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Long Distance - 147 BPM A# Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Long Distance - 147 BPM A# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Mafia - 136 BPM D Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Mafia - 136 BPM D Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Medellin - 128 BPM E Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Medellin - 128 BPM E Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Moments - 151 BPM C Harm Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Moments - 151 BPM C Harm Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Oasis - 130 BPM D Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Oasis - 130 BPM D Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Operations - 134 BPM D# Harm Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Operations - 134 BPM D# Harm Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Outlaw - 100 BPM C Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Outlaw - 100 BPM C Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Presidente - 141 BPM A# Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Presidente - 141 BPM A# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Salam - 108 BPM B Phryg.wav,Cymatics - Dragon Platinum Ethnic Loop - Salam - 108 BPM B Phryg,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Secrets - 130 BPM A Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Secrets - 130 BPM A Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Temple - 128 BPM G# Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Temple - 128 BPM G# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Tequila - 95 BPM C# Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Tequila - 95 BPM C# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - The End - 92 BPM A Min.wav,Cymatics - Dragon Platinum Ethnic Loop - The End - 92 BPM A Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - The Future - 144 BPM A# Min.wav,Cymatics - Dragon Platinum Ethnic Loop - The Future - 144 BPM A# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Ethnic Loop - Time To Go - 103 BPM A Min.wav,Cymatics - Dragon Platinum Ethnic Loop - Time To Go - 103 BPM A Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Happy Loop - Astronauts - 152 BPM D# Min.wav,Cymatics - Dragon Platinum Happy Loop - Astronauts - 152 BPM D# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Happy Loop - Droptop - 130 BPM D# Min.wav,Cymatics - Dragon Platinum Happy Loop - Droptop - 130 BPM D# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Happy Loop - Time - 145 BPM B Min.wav,Cymatics - Dragon Platinum Happy Loop - Time - 145 BPM B Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Nostalgic Loop - Left Me - 145 BPM A# Min.wav,Cymatics - Dragon Platinum Nostalgic Loop - Left Me - 145 BPM A# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Nostalgic Loop - Lights -  170 BPM B Min.wav,Cymatics - Dragon Platinum Nostalgic Loop - Lights -  170 BPM B Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Orchestral Loop - End Game - 140 BPM G# Min.wav,Cymatics - Dragon Platinum Orchestral Loop - End Game - 140 BPM G# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Orchestral Loop - Lost Ones - 160 BPM G Min.wav,Cymatics - Dragon Platinum Orchestral Loop - Lost Ones - 160 BPM G Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Orchestral Loop - Slackin - 140 BPM D# Min.wav,Cymatics - Dragon Platinum Orchestral Loop - Slackin - 140 BPM D# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Orchestral Loop - Theory - 120 BPM D Min.wav,Cymatics - Dragon Platinum Orchestral Loop - Theory - 120 BPM D Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Orchestral Loop - Thousands - 140 BPM G Min.wav,Cymatics - Dragon Platinum Orchestral Loop - Thousands - 140 BPM G Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Orchestral Loop - Trap Or Die - 65 BPM C Min.wav,Cymatics - Dragon Platinum Orchestral Loop - Trap Or Die - 65 BPM C Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Orchestral Loop - Values - 130 BPM C# Min.wav,Cymatics - Dragon Platinum Orchestral Loop - Values - 130 BPM C# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Orchestral Loop - Winter - 120 BPM F Min.wav,Cymatics - Dragon Platinum Orchestral Loop - Winter - 120 BPM F Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum R&B Loop - Curious - 90 BPM C Min.wav,Cymatics - Dragon Platinum R&B Loop - Curious - 90 BPM C Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum R&B Loop - Dangerous - 100 BPM C# Min.wav,Cymatics - Dragon Platinum R&B Loop - Dangerous - 100 BPM C# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum R&B Loop - Honey - 112 BPM C Min.wav,Cymatics - Dragon Platinum R&B Loop - Honey - 112 BPM C Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum R&B Loop - Night Time - 90 BPM B Maj.wav,Cymatics - Dragon Platinum R&B Loop - Night Time - 90 BPM B Maj,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum R&B Loop - Secrets - 80 BPM E Min.wav,Cymatics - Dragon Platinum R&B Loop - Secrets - 80 BPM E Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum R&B Loop - Selfish - 70 BPM F Min.wav,Cymatics - Dragon Platinum R&B Loop - Selfish - 70 BPM F Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Sad Loop - Pain - 160 BPM G Min.wav,Cymatics - Dragon Platinum Sad Loop - Pain - 160 BPM G Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Sad Loop - Society - 130 BPM B Min.wav,Cymatics - Dragon Platinum Sad Loop - Society - 130 BPM B Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Various Loop - Burst - 151 BPM F# Maj.wav,Cymatics - Dragon Platinum Various Loop - Burst - 151 BPM F# Maj,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Various Loop - Characters - 145 BPM C Min.wav,Cymatics - Dragon Platinum Various Loop - Characters - 145 BPM C Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Various Loop - Chrome - 140 BPM D Min.wav,Cymatics - Dragon Platinum Various Loop - Chrome - 140 BPM D Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Various Loop - Colossus - 130 BPM F Min.wav,Cymatics - Dragon Platinum Various Loop - Colossus - 130 BPM F Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Various Loop - Guru - 155 BPM F Min.wav,Cymatics - Dragon Platinum Various Loop - Guru - 155 BPM F Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Various Loop - Keys - 150 BPM A# Min.wav,Cymatics - Dragon Platinum Various Loop - Keys - 150 BPM A# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Various Loop - Outside - 130 BPM D# Min.wav,Cymatics - Dragon Platinum Various Loop - Outside - 130 BPM D# Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Various Loop - Slow Pace - 168 BPM A Min.wav,Cymatics - Dragon Platinum Various Loop - Slow Pace - 168 BPM A Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Various Loop - Stupid - 76 BPM F Min.wav,Cymatics - Dragon Platinum Various Loop - Stupid - 76 BPM F Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Various Loop - Traffic - 120 BPM E Min.wav,Cymatics - Dragon Platinum Various Loop - Traffic - 120 BPM E Min,,,,False
Cymatics_Dragon_Platinum_Expansion/Cymatics - Dragon Platinum Various Loop - Whatever - 134 BPM A Min.wav,Cymatics - Dragon Platinum Various Loop - Whatever - 134 BPM A Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Atrocity - 115 BPM G# Min.wav,Cymatics - Gems Dark Loop - Atrocity - 115 BPM G# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Bad Luck - 138 BPM C Harm Maj.wav,Cymatics - Gems Dark Loop - Bad Luck - 138 BPM C Harm Maj,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Business - 115 BPM D# Min.wav,Cymatics - Gems Dark Loop - Business - 115 BPM D# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Die In Vain - 140 BPM D Harm Min.wav,Cymatics - Gems Dark Loop - Die In Vain - 140 BPM D Harm Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Foul Play - 75 BPM E Min.wav,Cymatics - Gems Dark Loop - Foul Play - 75 BPM E Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Genocide - 145 BPM A# Min.wav,Cymatics - Gems Dark Loop - Genocide - 145 BPM A# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Gothic - 60 BPM E Min.wav,Cymatics - Gems Dark Loop - Gothic - 60 BPM E Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Ill - 170 BPM D Harm Min.wav,Cymatics - Gems Dark Loop - Ill - 170 BPM D Harm Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Lambos - 155 BPM G# Min.wav,Cymatics - Gems Dark Loop - Lambos - 155 BPM G# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Mortal - 135 BPM A Min.wav,Cymatics - Gems Dark Loop - Mortal - 135 BPM A Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Myths - 152 BPM F# Min.wav,Cymatics - Gems Dark Loop - Myths - 152 BPM F# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Numb - 94 BPM E Min.wav,Cymatics - Gems Dark Loop - Numb - 94 BPM E Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Poison - 161 BPM G Min.wav,Cymatics - Gems Dark Loop - Poison - 161 BPM G Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Power Outage - 140 BPM A Min.wav,Cymatics - Gems Dark Loop - Power Outage - 140 BPM A Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Saints - 126 BPM D# Min.wav,Cymatics - Gems Dark Loop - Saints - 126 BPM D# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - The Joker - 145 BPM E Min.wav,Cymatics - Gems Dark Loop - The Joker - 145 BPM E Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Tip Toe - 150 BPM F Min.wav,Cymatics - Gems Dark Loop - Tip Toe - 150 BPM F Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Tyranny - 130 BPM A# Min.wav,Cymatics - Gems Dark Loop - Tyranny - 130 BPM A# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Undead - 138 BPM D Min.wav,Cymatics - Gems Dark Loop - Undead - 138 BPM D Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Dark/Cymatics - Gems Dark Loop - Villains - 130 BPM D# Min.wav,Cymatics - Gems Dark Loop - Villains - 130 BPM D# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Astrology - 126 BPM G Min.wav,Cymatics - Gems Ethnic Loop - Astrology - 126 BPM G Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Colombia - 100 BPM G Min.wav,Cymatics - Gems Ethnic Loop - Colombia - 100 BPM G Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Cuba - 110 BPM G Harm Min.wav,Cymatics - Gems Ethnic Loop - Cuba - 110 BPM G Harm Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Egypt -  121 BPM F# Min.wav,Cymatics - Gems Ethnic Loop - Egypt -  121 BPM F# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Fuego - 141 BPM A# Min.wav,Cymatics - Gems Ethnic Loop - Fuego - 141 BPM A# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Jefe - 119 BPM A# Min.wav,Cymatics - Gems Ethnic Loop - Jefe - 119 BPM A# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Kingdom - 145 BPM G# Min.wav,Cymatics - Gems Ethnic Loop - Kingdom - 145 BPM G# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Knowledge - 127 BPM E Lydian.wav,Cymatics - Gems Ethnic Loop - Knowledge - 127 BPM E Lydian,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Levanton - 140 BPM D# Harm Min.wav,Cymatics - Gems Ethnic Loop - Levanton - 140 BPM D# Harm Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Migos - 140 BPM F# Dorian.wav,Cymatics - Gems Ethnic Loop - Migos - 140 BPM F# Dorian,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Mountains - 130 BPM D Min.wav,Cymatics - Gems Ethnic Loop - Mountains - 130 BPM D Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Nervous - 130 BPM C# Min.wav,Cymatics - Gems Ethnic Loop - Nervous - 130 BPM C# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Patron - 150 BPM G# Min.wav,Cymatics - Gems Ethnic Loop - Patron - 150 BPM G# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Plaza - 110 BPM B Harm Min.wav,Cymatics - Gems Ethnic Loop - Plaza - 110 BPM B Harm Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Rolling Stone - 137 BPM D Min.wav,Cymatics - Gems Ethnic Loop - Rolling Stone - 137 BPM D Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Running - 144 BPM C# Min.wav,Cymatics - Gems Ethnic Loop - Running - 144 BPM C# Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Samurai - 140 BPM E Min.wav,Cymatics - Gems Ethnic Loop - Samurai - 140 BPM E Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - Sekiro - 145 BPM F Min.wav,Cymatics - Gems Ethnic Loop - Sekiro - 145 BPM F Min,,,,False
Cymatics_Gems_Ultimate_Edition_Vol_1_Pt_1/Ethnic/Cymatics - Gems Ethnic Loop - The Plug - 126 BPM A Locrian.wav,Cymatics - Gems Ethnic Loop - The Plug - 126 BPM A Locrian,,,,False
